일자,언론사,제목,통합 분류1,키워드,특성추출
1997-01-23,KBS,맑아졌다는데,사회-환경,"류근찬,앵커,물가동향,당국,통계물가,일반인들,장바구니,물가,통계,의문,제기,서울,대기오염도,통계,서울,대기오염,개선,당국,통계,일반,시민,체감지수,상반,결과,원인,과학부,김명섭,김명섭,12시,전광판,시청,대기,오염,대기,오염,상태,보통,시민들,대기,오염,체감,지수,전광판,수치,스모그,현상,악화,악화,환경부,자료,서울,아황산가스,농도,0.062,ppm,0.012,ppm,5수준,먼지,1입방미터,마이크로그램,수준,82마이크로그램,절반,일산화탄소,2.8,ppm,94년,1.6,ppm,수치상,대기오염,개선,스모그,담배연기,크기,질산염,황산염,탄소입자들,농도,대기화학과장,나진균,국립환경연구원,대기,화학,과장,직경,1마이크로미,10마이크로미터,사이,입자들,흡수,산란,김명섭,스모그,중요,원인물질,직경,마이크로미터,미세먼지,대기,오염,측정,측정,실정,국립환경연구원,미세먼지,절반,가량,자동차,배기,가스,자동차,운행,서울,스모그,해결,유일,방안","대기오염,ppm,서울,김명섭,자동차,국립환경연구원,전광판,마이크로미터,체감지수,마이크로그램,과학부,나진균,미세먼지,시민들,질산염,황산염,탄소입자들,입자들,일반인,물가동향,82마이크로그램,탄소입자,환경부,1마이크로미,10마이크로미터,일반인들,장바구니,원인물질,1입방미터,담배연기,일산화탄소"
1997-01-25,한국경제,"중형 공기청정기 자체 개발,웅진코웨이",경제-자동차,"자체,중형,공기,청정기,자체,웅진코웨이,세균,완전제거,음이온,발생기능도웅진코웨이,대표,김형수,1백,자체기술,중형,공기,청정기,본격적,시판,회사,일본,마쓰시타,공동,공기,청정기,카나리아,2년,순수,공기청정기,웨이브,24일,그간,외국,지불,로열티,절감,공기,단계,발전,계기,전망,회사측,설명,제품,항균,필터,이온화부,RC항균필터,복합탈취필터,음이온발생기,5단계,청정단계,0.01미크론,곰팡,일반,세균,미세먼지,제거,특징,집진방식,제품,작동,동시,90%,집진율,최대용량,1분,12루베,향상,소음,정화,공기,10만,음이온,전환,숲속,공기,공급,풍량속,실내,온도,표시,예약기능,조절,시간,예약,제품,전면부,표시,편의성,회사측","음이온,청정기,공기청정기,풍량속,회사측,예약기능,마쓰시타,화부,12루베,루베,도웅진코웨이,그간,김형수,청정단계,탈취필터,이온화부,5단계,복합탈취필터,1백,편의성,최대용량,집진방식,일본,미세먼지,발생기능도웅진코웨이,음이온발생기,발생기,사용자,집진율,자체기술,완전제거,전면부,웅진코웨이,10만"
1997-01-25,서울신문,거리 물청소(외언내언),사회-환경,"거리,물청소,외언내언,요즘,서울,거리,건축공사장,차단시설,행인들,안전보호,미관상,인상,공사장,가리개,소음,먼지,서울,조금,선진,도시,면모,서울시,3월,지하수,지하철,구간,발생,물청소,활용,교통소통,지장,한밤중,을지로,종로,대로,진공흡입청소차,고압살수차,물청소,건축공사장들,차단시설,지하수,물청소,활용,대기오염,요소,미세먼지,서울시,대기,환경,보전,조례,갖가지,아이디어,결실,시민들,피부,서비스행정,사례,나름,의미,서울,상공,먼지,1년,10만,t가량,추정,5월,편서풍,중국,황사,가세,눈병,호흡기질환,대기오염,먼지문제,수준,지하수,활용,지하철구간,지하수,하루,t.그중,식수,만큼,4만,도로청소,비상시,소화,세계,인구증가,속도,21세기,물전쟁,예상,국제보고서,인도,과다,사용,지하수,평균,수위,수자원,부족,나라,서울시,지하수,공개념,강화,지하수,관리,철저,폐공,오염,방지,조치,처벌,방침,물청소,아이디어,행정,모범,교통표지판,도시계획,시민,생활,현장,행정,아이디어들,공직자들","지하수,물청소,서울,서울시,지하철구간,공사장,대기오염,을지로,종로,진공흡입청소차,비상시,도로청소,중국,편서풍,국제보고서,보고서,4만,인구증가,만큼,눈병,물전쟁,청소차,미관상,안전보호,호흡기질환,t가량,고압살수차,그중,호흡기,수자원,10만,폐공,21세기,서비스행정,외언,내언,공직자들,미세먼지,행인들"
1997-01-27,헤럴드경제,공기정화기 국산화 성공,경제-자동차,"성공,공기,정화기,국산,웅진코웨이,가능,정화,웅진코웨이,대표,金亨沫,자체,공기청정기,본격적,시판,웅진코웨이,일본,마쓰시타,공동,공기,청정기,카나리아,2년,순수,공기,청정기,에어웨이브,제품,항균,필터,이온화처리,항균필터,복합,탈취필터,발생기,5단계,0.01,일반,세균,곰팡,미세먼지,제거,특징,회사측,최대,풍량,1분,12루,향상,소음,정화,공기,10만,음이온,전환,숲속,공기,공급,웅진코웨이,에어웨이브,공기청정기","웅진코웨이,공기청정기,5단계,에어웨이브,청정기,항균필터,마쓰시타,회사측,12루,이온화,이온화처리,탈취필터,미세먼지,음이온,공기청,일본,발생기,金亨沫,10만,정화기,공기,정화,곰팡,카나리아,필터,순수,성공,자체,공동,회사,최대,특징,풍량,제거,먼지,미세,향상"
1997-01-31,전북일보,대기 갈수록 나빠져,사회-환경,"대기,대기,겨울철,도내,도시,대기오염도,에비,악화,全州,지밤환겸괸리청,표월,令姉,益山,3개,대기오염도,조사,결과,먼지,아황산가스,ㅡ희,오염도,n월,전반적,J먼지,심화,아황산가스,汚染度,全州,환경청,월조사,결과,스미세먼지,경무,全州,지역,뮤지,全州,楹山,Wo,윌엔,중가,群山,益山,악화,쵸아황산가ㅅ,全州0,유지,欌山,미0,011ㅗ,015ㅗ0,스이산화질소,群山,019때,긱각,o·,025쌔,025ㅗo,오염도가즘가,쵸오존,ㅡJ,全州,지걱간,012꿰,1개,002화,캄소","全州,오염도,群山,益山,아황산가스,汚染度,대기오염도,쵸오존,002화,윌엔,오염도가즘가,1개,ㅗo,025ㅗo,012꿰,025쌔,미0,지걱,欌山,011ㅗ,표월,쵸아황산가,楹山,015ㅗ0,긱각,스이산화질소,n월,令姉,쵸아황산가ㅅ,스미세먼지,스미세,월조사,겨울철,지걱간,全州0,3개,환경청,뮤지,에비,ㅡ희,ㅡj,캄소,j먼지,wo"
1997-02-03,한겨레,취임 한달맞은 강현욱 환경부 장관 인터뷰,사회-환경,"취임,강현욱,환경부,장관,인터뷰,대선,의식,무분별,곤란,위천공단,우선,낙동강,수질,개선,지자체,환경,관리,책임,준수,환경측면,무시,경제,추진,개발정책,곤란,수도권,영남권,과밀지역,억제,생각,취임,장관,강현욱,환경부,시각,논란,위천공단,조성,낙동강,수질,개선,소신,위천공단,조성,수질,낙동강,상수원,2급수,공장,가동,입장,약속,최선,낙동강,수질,개선,구체적,사업,계획,수질,대기오염,우리나라,환경문제,낙동강,수질,오염,해결,수질개선특별법,제정,2000년,2조,투자,하수처리장,환경기초시설,확충,2001년,취수장,낙동강,하류,물금지점,수질,2등급,향상,경기침체,환경규제,경제부처,견제,대통령,선거,환경,보전,의지,후퇴,걱정,사람,대선,의식,정치논리,국민생활,직결,환경규제,무분별,완화,곤란,생각,경제,고비용,구조,영향,경제활력,위축,침체국면,규제완화,환경보전,도움,기업,부담,불합리,규제,개선,예정,지방자치제도,지역개발,환경파괴,사회문제,개발열기,대처,지방자치단체들,경쟁적,위락시설,공단,조성,환경훼손,사실,중요,지자체,지역주민,환경보전,오염물질,발생지,처리,원칙,자치단체,지역,환경관리,낙후,지역,상대,박탈감,개발압력,환경,보전,설득,인구,산업시설,밀집,수도권,영남권,개발의욕,경제성,지역,과밀지역,전제,환경정책,생각,상대적,환경파괴,최소화,입지,선진국,공업단지,공항,해안,인공섬,건설,우리나라,내륙,곤란,판단,오존,미세먼지,대기오염,대도시,수준,미국,선진국,대기,오염,피해,정량적,조사,규제강화,활용,우리나라,조사,수행,계획,선진국,대기환경규제,강화,추가,비용,오염증가,천식,환자,증가,건강피해,국가,손실,비교,보전정책,활용,방법,이상적,완벽,비용,편익,기법,우리나라,능력,부분적,비용,편익,환경,정책,수립,활용,계획,수량,수질,통합관리,환경부,숙원,구상,정책,물자원,부족,계절적,지역적,편중,우리나라,수자원,통합관리,사실,정부,조직,개편,추진,경제협력개발기구,OECD,가입,한국,지구환경보전,적극,기여,국제여론,기후,변화,협약,후속,의정서,제정,대응,계획,지구,환경,보호,적극,경제,영향,능력범위,역할,수행,기후,변화,협약,의정서,제정,논의,각국,경제,발전,단계,경제사정,특성,감안,차별화,감축목표,지지,정부,입장,당장,선진국,감축의무,우리나라,에너지,수급,체계,온실,가스,저감,경제,에너지,소비,사회구조,노력","낙동강,우리나라,선진국,위천공단,환경부,환경보전,대기오염,무분별,의정서,강현욱,지자체,상대적,환경정책,환경관리,영남,수도권,박탈감,과밀지역,환경규제,통합관리,환경파괴"
1997-02-10,한겨레,쌍문동 대기오염 전국 최고,사회-환경,"쌍문동,대기,오염,전국,최고,오존기준,41차례,초과,과천,이산화질소,전국,최고,대기오염도,기록,서울,쌍문동,신설,면목,화곡,성수동,대기오염,서울,환경부,한햇동안,대기,오염,자료,서울,쌍문동,오존,단기환경기준,시간,0.1,ppm,초과,횟수,전국,41차례,미세먼지,PM10,단기기준,1백,마이크로g,26일,전국,쌍문동,이산화질소,오염도,0.042,ppm,화곡동,쌍문동,대기오염,환경부,관계자,서울,대기,오염,물질,이동,통로,위치,분지,공기,정체,차량통행,신설동,미세먼지,연평균,농도,91마이크로,서울,단기,기준,초과,횟수,12차례,김포공항,인접,화곡동,이산화질소,연평균,0.045,ppm,서울,관악산,불광동,서울,대기오염,방이동,아황산가스,미세먼지,자체,발생,오염물질,한강,오염물질,이동,형성,오존공해,특징,전국,아황산가스,오염,도시,전남,순천,0.027,ppm,대구,수원,0.023,ppm,서울,오염도,통행,자동차,산업활동,수도,도시,대기오염,전국,대기오염지대,시흥,먼지,TSP,오염도,연평균,마이크로g,전국,최고,부천,미세먼지,1백,마이크로g,전국,광명시,연평균,이산화질소,0.040,ppm,1위,기록,청정도시,과천시,이산화질소,농도,0.034,ppm,0.033,서울,평균,0.033,ppm,광명,시흥,부천,전국,4번,오염","서울,ppm,이산화질소,쌍문동,오염도,연평균,대기오염,미세먼지,환경부,단기기준,시흥,1백,화곡동,부천,아황산가스,자동차,오염물질,마이크로g,41차례,한햇동안,차량통행,산업활동,화곡,순천,수원,전남,오존공해,한강,청정도시"
1997-02-10,헤럴드경제,아황산등 5개물질 대기오염지도 제작,사회-환경,"아황산,물질,대기오염지,제작,환경부,서울,도시,대기,오염,측정,자료,토대,먼지,아황산가스,오염,물질,전국,수도권,지역,대기오염지도,제작,공개,지도,도시,전국,측정,오염,물질,오염,수치,이용,작성,측정,대상,오염,물질,먼지,아황산가스,오존,이산화질소,일산화탄소,5개,미세먼지,먼지,포함,물질,지도,전국,아황산가스,대구,울산지역,0.023,PPM,0.022,PPM,지역,상대적,세계보건기구,WTO,권고기준,충족,비교,수치,지역,아황산가스,대기오염,개선,서울지역,대기오염지도,오존오염도,0.015,PPM,전년,0.013,PPM,이산화질소,오염도,0.033,PPM,전년,0.0,32PPM,소폭,상승","아황산가스,5개,ppm,서울,오염도,이산화질소,대기오염,권고기준,세계보건기구,오존오염도,울산지역,환경부,상대적,미세먼지,울산,서울지역,대구,수도권,일산화탄소,오염지,대기오염지도,대기오염지,wto,32ppm,오염,지역,전국,대기,먼지,지도,측정,물질,제작,수치,오존,도시,전년"
1997-02-10,한국경제,"지하철 환경전광판 설치,공기오염도 매시간 게시,5월부터",사회-환경,"설치,지하철,환경,전광판,공기오염,매시간,게시,5월,서울,시내,지하철,공기오염도,연속적,자동측정,지하철,환경,전광판,5월,가동,서울시,5백만,예산,투입,4호,도심,혼잡역,1개,공기,오염,자동,측정,장치,설치,측정,결과,2호,을지로입구역,마련,전광판,매시간별,대상,공기,오염,측정,연속,자동,측정,가능,먼지,먼지,미세먼지,아황산가스,이산화질소,일산화탄소,이산화탄소,항목,기타,오염,물질,추가,측정,자동측정장치,설치,1호,시청역,동대문운동장역,서울역,경복궁역,4곳,혼잡,지역,선정,지하철공기,시민들,신뢰,확보,전광판,오존경보발령,긴급,전달,이용,계획","전광판,공기오염,경복궁역,매시간,자동측정장치,동대문운동장역,이산화탄소,2호,시청역,아황산가스,5백만,지하철공기,시민들,4호,서울시,혼잡역,4곳,일산화탄소,이산화질소,서울역,을지로입구역,오존경보발령,미세먼지,1개,1호,서울,오염도,매시간별,자동측정,공기오염도,측정"
1997-02-10,한국일보,"먼지오염 수원·부천 '전국 최악',환경부 발표 96대기오염 현황",사회-환경,"먼지오염,수원,부천,전국,최악,환경부,대기,오염,현황,아황산가스농도,서울,길음,문래동,최고,대도시,상대적,대기오염,수도,지역,전북,전주,충남,태안,중소,지방,도시,대기오염,악화,환경부,전국,도시,측정지점,대기,오염,현황,경기,수원,안양,안산,아황산가스,SO2,농도,연평균,23ppb,환경기준치,30ppb,육박,호흡기,폐암,유발,미세,먼지,오염,농도,수원,부천,95년,20%가량,1백,전국,오염,이산화질소,NO2,서울,부산,대도시,김천,전주,여천,광양,익산,여수,구미,지방,중소,도시,미세,먼지,오염,악화,전국,아황산가스,농도,연탄사용가구,인구,서울,길음동,문래동,연평균,24ppb,오염도,기록,길음동,2,,3,,환경기준치,초과,서울,잠실동,구의동,방이동,경기,남양주시,일산,분당,아황산가스,농도,연평균,ppb,수도권,공기","서울,연평균,아황산가스,전주,수원,환경부,대도시,문래동,길음동,수도권,환경기준치,구미,분당,방이동,대기오염,부천,1백,호흡기,익산,광양,30ppb,여수,오염도,여천,상대적"
1997-02-10,동아일보,오존오염 증가선진국형,사회-환경,"오존,오염,증가,선진국형,오존,오염,증가,선진국형,환경부,현황,아황산가스,오염도,강릉,태안,북제주,공기,서울,반포,불광동,서울,공기,반포동,인근,서울대주변,관악산,구의동,아차산,불광동,북한산,길음동,화곡동,방이동남가좌동,구로동,광화문마포,지역,공기,조사,전국적,강원,강릉,충남,태안,제주,북제주시,공기,조사,환경부,96년,대기오염,현황,서울,전체적,대기오염,충남,태안,아황산가스,6배,이산화질소,11배,일산화탄소,6배,난방연료,청정연료,저황유,대체,전국적,아황산가스,오염도,자동차,배기,가스,배출,이산화질소,미세먼지,자동차배기가스,햇빛,반응,생성,오존,오염도,추세,선진국형,대기오염,양상,오존오염,증가,36개소,3백,시간,기준,0·1,초과,지역,7배,횟수,가량,이산화질소,부산,0·031,대구,제외,전국,도시,오염,具滋龍","환경부,이산화질소,오염도,아황산가스,서울,태안,강릉,자동차,불광동,대기오염,6배,오존오염,선진국,화곡동,광화문마포,반포,선진국형,충남,3백,36개소,서울대,관악산,서울대주변,구의동,대구,방이동남가좌동,구로동,청정연료,자동차배기가스,저황유,아차산,길음동,7배,미세먼지"
1997-02-10,국민일보,"서울 쌍문동 대기오염 전국 최악,오존·먼지 등 기준초과횟수 많아",사회-환경,"최악,서울,쌍문동,대기,오염,전국,오존,먼지,기준초과횟수,전국,대기오염,서울,쌍문동,전국,도시,울산,순천,공단,지역,이외,수원,시흥,부천,광명시,수도,도시,연평균,대기,오염도,환경부,전국,도시,1백,측정지점,대기오염,분석자료,서울,쌍문동,오존,단기환경기준,시간,0.1,ppm,초과,횟수,전국,41차례,미세먼지,단기기준,1백,26일,쌍문동,오염도,이산화질소,연평균,신설동,0.042,ppm,기록,서울,화곡동,0.045,ppm,신설동,미세먼지,연평균,농도,서울,횟수,단기,기준,초과,12차례,도시,전국,오염도,아황산가스,연평균,전남,순천,0.027,ppm,대구,수원,안양,안산,0.023,ppm,환경기준치,0.030,육박","ppm,연평균,서울,쌍문동,수원,오염도,단기기준,순천,1백,신설동,대기오염,광명시,안산,환경부,미세먼지,대구,이산화질소,아황산가스,부천,시흥,측정지점,안양,분석자료,화곡동"
1997-02-12,부산일보,6大도시중‘부산 공기’최악...먼지.오존등 계속 증가,지역-지역일반,"도시중,부산,공기,최악,먼지,오존등,증가,서울,대구등,오염개선,대조,전국,6대도시,도시,대기오염도,개선,부산시,대기오염도,악화,환경부,대기오염도,일산화탄소,아황산가스,미세,먼지,오존,이산화질소,물질,오염도,크롬,카드뮴,중금속,오염도,연중,측정,자료,토대,작성,13일,대기오염,전국,도시,대기,오염,현황,자료,부산지역,대기,오염,물질,아황산가스,오염도,감소,미세,먼지,오존,이산화질소,일산화탄소,오염도,증가,미세,먼지,오염도,95년,입방,미터,입방미터,증가,측정장소별,환경기준,1백,평균,입방미터,초과,횟수,신평지점,29회,범천지점,6회,22회,오존,0.016,0.020,악화,기준치,0.1,평균,0.1,연간,초과,지역,95년,96년,대연,10회,광복,5회,덕천,3회,신평,5회,범천,4회,연산,4회,동삼,5회,7곳,발생,이산화질소,0.027,0.031,증가,일산화탄소,1.2,부산,지역,중금속,오염도,종류중,카드뮴,니켈,제외,증가,입방미터,0.0705,입방,미터,0.1023,입방,미터,크롬,0.0090,입방,미터,0.0115,입방,미터,구리,0.2194,입방,미터,0.2425,입방,미터,망간,0.0550,입방,미터,0.0614,입방,미터,1.0487,입방,미터,1.4069,입방,미터,대비,대도시,서울,대구,광주,인천,대기오염도,감소추세,오염물질,개선,양상,부산지역,대조,대기,물질,서울,일산화탄소,아황산가스,미세,먼지,오염도,오존,이산화질소,악화,인천,이산화질소,오염도,중금속오염도,7개,측정,항목중,서울,구리,광주,카드뮴,구리,오염도,95년,증가,대전,중금속오염도,감소","오염도,입방미터,서울,이산화질소,아황산가스,5회,일산화탄소,구리,부산지역,대기오염도,광주,부산,중금속오염도,중금속,범천,신평,대구,7개,크롬,인천"
1997-02-15,세계일보,"서울,미세먼지 오염 심각,절반이 환경기준치 초과",사회-환경,"서울,미세먼지,오염,절반,환경,기준,초과,신설동,최악,호흡기,심장질환,우려서울,미세,먼지,오염도,지역,신설동,환경부,환경,통계연감,한햇동안,서울,광화문,중랑구,면목동,동대문구,신설동,은평구,불광동,마포구,마포동,도봉구,쌍문동,구로구,구로동,서초구,반포동,강서구,화곡동,송파구,방이동,지역,미세,먼지,농도,측정,결과,신설동,평균,쌍문동,99.8,면목동,95.0,광화문,93.3,반포동,87.8,마포동,79.7,화곡동,79.3,불광동,71.4,구로동,66.8,방이동,64.2,지역,신설동,지역,쌍문동,면목동,광화문,반포동,지역,미세,먼지,평균,농도,환경기준치,초과,자동차,연소시설,배출,미세먼지,지름,크기,먼지,사람,허파,호흡기,심장질환,쌍문동,단기,환경,기준,하루,평균,3백,기록,연간,단기환경기준,초과,나머지,지역,단기환경기준초과일수,반포동,신설동,광화문,화곡동,불광동,마포동,3일,구로동","신설동,광화문,반포동,쌍문동,화곡동,구로동,마포동,불광동,방이동,면목동,미세먼지,환경기준치,서울,오염도,호흡기,단기환경기준,환경부,한햇동안"
1997-02-17,한겨레,대기오염 규제망 촘촘히 짠다,사회-환경,"대기,오염,규제망,짠다,벤젠,클로로포름,물질,특정유해물,추가그,아황산가스,추가그,먼지,전통적,대기,오염,물질,관리,소홀,취급,벤젠,클로로포름,유해,대기,오염,물질,규제,우리나라,본격화,유해,대기,오염,물질,우리나라,현안,휘발성,유기화합물,VOC,경유차,미세먼지,입자상물질,치명적,독성,악명,다이옥신,폴리클로리네이티드비페닐,PCB,다환방향족탄화수소,PAH,중금속,석면,포함,환경부,대기오염물질,유해,대기,오염,물질,경제협력개발기구,OECD,수준,관리,방침,16개,대기,환경,보전,특정,대기,유해,38개,배출허용기준,제정,석면,다이옥신,염화비닐,16개,추가,지정,특정대기유해물질,발암성,입증,벤젠,클로로포름,물질,트리클로로에틸렌,독성,물질,8개,물질,환경부,특정대기유해물질,지정,배출,설정,폴리클로리네이티드비페닐,PCB,다이옥신,석면,염화비닐,5종,지정,물질,배출허용기준,마련,규제,유해,대기,오염,물질,아황산가스,먼지,질소산화물,오존,집중적,관리대상,오염물질,미량,공기속,장시간,체류,인체,축적,유전독성,만성,중독,사실,선진국,중심,규제,우리나라,제외,환경기준,배출기준,마련,건강,위해성,평가,관리,미국,개정,대기정화법,1백,물질,유해,대기,오염,물질,지정,47종,특별관리,독일,1백,물질,유해,대기,오염,물질,지정,일본,1백,지정,추진,배출원,유해,대기,오염,물질,산업시설,자동차,개인,일상생활,자동차,기여도,미국,공기,오염,물질,58%,자동차,배출,추산,발암물질,벤젠,휘발유,증발,엔진속,톨루엔,크실렌,연소,생성,경유차,미세먼지,포름알데히드,아세트알데히드,1,3,부타디,연소,부산물,발암물질,대기연구부장,국립환경연구원,최덕일,대기,연구부장,규제,유해,대기,오염,물질,배출량,추산,단계,여천공단,계기,국민건강,관리,강화","자동차,대기오염물질,우리나라,1백,특정대기유해물질,데히드,미국,염화비닐,규제망,추가그,공기속,오염물질,아황산가스,환경부,경유차,여천공단,폴리클로리네이티드비페닐,발암물질,로포름,클로로포름,최덕일,국립환경연구원,배출허용기준,화합물,화수소,방향족탄,유기화합물,유전독성,다환,산화물,엔진속,다환방향족탄화수소,휘발성"
1997-02-21,경인일보,수도권 먼지汚染 비상,사회-환경,"수도,먼지,汚染,비상,수도,먼지,汚染,비상,부천,성남,전국,차량,증가,천식,호흡곤란,후유증,수도,대기,비상,미세,먼지,오염,스모그,원인물질,기관지,천식,호흡곤란,인체,피해,미세,먼지,오염,서울,수도,위성,도시,환경부,대기,오염,부천,성남,미세,먼지,오염도,연평균,장기환경기준,전국,기록,안양,서울,인천,수원,기준,미세,먼지,장기,환경,육박,부천,미세,먼지,오염도,대기,오염,특별,대책,지역,지정,울산,수치,단기환경기준,1일,1백,3회,초과,전국,도시,서울,수도권,지역,11곳,절반,초과횟수,2백,회중,1백,집중,부천시,내동,39회,단기환경기준,초과,서울,반포,단기환경기준,3백,전국,최고,기록,환경부,관계자,수도,지역,미세,먼지,오염도,차량,증가,교통정체,현상","서울,수도권,오염도,1백,환경부,부천,단기환경기준,3회,연평균,성남,2위,내동,교통정체,부천시,원인물질,호흡곤란,울산,39회,2백,인천,안양,11곳,장기환경기준,수원,후유증,반포"
